0,1
0,5
0,74
0,49
1,67
1,8
1,11
1,14
1,78
2,5
2,48
2,20
2,55
2,56
2,25
3,34
3,36
3,37
3,70
3,48
3,56
4,67
4,5
4,47
4,91
5,97
5,39
5,76
5,66
5,14
5,79
5,59
6,36
6,11
6,46
6,99
6,88
6,94
7,9
7,82
7,21
7,86
7,25
7,95
7,31
8,11
8,58
8,30
8,63
9,32
9,33
9,36
9,96
9,11
9,12
9,45
9,19
10,43
10,11
10,52
10,86
11,76
11,40
11,19
11,21
11,86
12,36
12,89
12,31
13,65
13,73
13,44
13,16
13,81
13,50
13,89
13,95
14,37
14,17
14,30
14,31
14,62
15,16
15,52
15,24
15,95
16,36
16,17
16,86
16,94
17,39
17,55
17,27
18,75
18,86
18,56
18,90
18,60
19,43
19,78
20,99
20,41
20,78
20,80
20,83
20,57
21,41
21,45
21,89
22,99
22,36
22,40
22,45
22,90
23,65
23,98
23,42
23,46
23,24
24,73
24,41
24,25
24,58
25,68
25,48
25,90
26,78
26,84
26,94
27,67
27,69
27,77
27,84
28,96
28,54
28,30
29,38
29,63
29,85
29,61
29,31
30,32
30,67
30,64
30,84
31,32
31,75
31,53
31,88
32,98
32,77
33,71
33,67
33,62
33,68
34,42
34,76
34,87
34,59
35,64
35,98
35,37
35,65
35,72
35,96
35,89
35,63
36,80
36,43
36,49
36,37
37,40
37,73
37,79
38,52
38,57
38,62
39,72
39,41
39,52
39,90
39,69
40,47
40,51
40,84
40,55
40,91
41,97
41,98
41,50
41,86
42,94
43,45
43,77
43,88
43,50
43,56
43,93
44,71
44,84
44,56
44,74
45,76
45,55
46,64
46,99
46,51
47,96
47,49
47,59
48,75
48,78
49,69
49,85
50,64
50,97
50,75
51,81
51,72
51,76
51,52
51,90
52,64
52,61
53,67
53,55
53,56
53,92
54,69
54,79
54,81
55,70
55,83
55,58
55,60
56,66
56,71
56,76
56,57
56,63
57,67
58,75
58,59
59,68
59,62
60,71
60,62
61,76
61,85
62,91
62,92
62,94
63,65
63,66
63,91
64,96
64,66
65,80
66,67
66,70
66,69
68,77
69,71
69,73
69,74
70,87
70,81
70,84
71,90
72,80
73,75
73,93
74,76
74,77
74,78
75,85
76,93
77,97
77,85
77,93
79,80
79,85
79,89
80,83
82,85
82,89
83,85
84,94
85,98
86,88
86,92
87,92
87,95
88,96
89,99
91,93
92,97
94,97
95,96
95,99
