0,19
0,32
0,77
0,85
0,86
0,87
0,56
1,64
1,2
1,49
1,18
1,58
1,61
1,30
2,65
2,68
2,6
2,11
2,44
2,79
2,87
2,37
3,4
3,13
3,15
3,31
4,34
4,5
4,71
4,72
4,8
4,21
4,31
4,61
4,63
5,76
5,44
5,98
5,80
5,22
5,30
6,14
6,80
6,83
6,52
7,97
7,99
7,37
7,70
7,89
7,29
8,93
8,81
8,56
8,57
8,27
8,92
8,29
9,33
9,35
9,37
9,76
9,23
9,88
10,99
10,74
10,44
10,49
10,54
11,97
11,12
11,13
11,62
12,51
12,35
12,71
12,14
12,19
12,60
13,46
13,15
13,47
13,92
14,96
14,36
14,46
14,82
14,51
15,34
15,87
15,16
15,55
15,31
16,69
16,71
16,40
16,42
16,85
16,79
16,60
16,63
17,36
17,69
17,88
17,90
17,62
17,63
18,56
18,88
18,93
19,40
19,77
19,25
19,58
20,64
20,21
20,22
20,88
20,92
20,29
20,62
20,53
21,54
21,90
21,58
22,24
22,62
22,52
23,34
23,71
23,78
23,87
23,27
24,40
24,44
24,26
24,28
24,53
25,67
25,41
25,79
25,26
26,99
26,39
26,56
26,82
26,86
26,28
27,96
27,73
27,83
27,54
27,60
28,65
28,48
29,73
29,90
29,31
30,66
30,99
30,97
30,40
31,34
31,70
31,66
31,83
31,84
32,39
32,61
32,67
32,55
32,59
32,63
33,65
33,36
33,88
34,76
35,36
35,38
35,78
35,91
36,37
36,83
36,94
37,50
37,60
38,40
38,48
38,85
39,98
39,67
40,47
41,80
41,84
41,92
42,43
42,74
42,75
42,58
43,75
43,50
43,93
44,64
44,72
44,45
44,48
44,56
45,66
45,78
45,85
45,95
46,97
47,75
47,95
48,67
48,81
48,49
48,57
48,59
49,67
49,68
49,81
49,83
50,98
50,91
50,93
51,66
51,52
52,68
52,54
52,95
53,66
53,78
53,89
53,91
54,67
54,70
54,57
55,78
55,83
55,79
56,91
56,69
56,72
56,57
57,66
57,97
57,80
57,91
57,60
58,96
58,97
59,68
59,80
60,74
60,75
60,88
60,61
61,98
61,87
61,89
62,64
63,64
64,78
64,95
65,78
65,84
65,90
68,71
68,73
69,70
69,87
71,98
72,86
72,88
73,96
73,75
74,97
75,78
75,85
75,88
75,94
76,99
76,78
76,95
77,96
77,84
78,87
81,95
82,97
82,83
82,84
84,85
85,89
85,92
87,91
93,99
94,95
96,97
97,98
