0,23
0,25
0,30
0,32
0,46
0,56
0,67
0,70
0,78
0,81
0,82
0,94
0,98
1,3
1,17
1,19
1,47
1,48
1,65
1,75
2,12
2,39
2,63
3,1
3,64
3,70
3,73
3,97
4,9
4,25
4,26
4,47
4,68
4,72
4,73
5,33
5,34
5,44
5,47
5,89
5,96
6,9
6,24
6,65
6,78
7,8
7,10
7,42
7,53
7,67
7,98
8,7
8,16
8,22
8,40
8,83
8,93
8,94
8,95
9,4
9,6
9,23
9,30
9,63
10,7
10,15
10,27
10,30
10,35
10,66
10,87
11,44
11,53
11,64
11,80
11,94
12,2
12,25
12,38
12,60
12,71
12,73
12,91
13,17
13,26
13,29
14,15
14,29
14,30
14,33
14,80
14,82
15,10
15,14
15,22
15,26
15,32
15,59
15,62
15,65
15,87
16,8
16,22
16,25
16,26
17,1
17,13
17,18
17,41
17,83
18,17
18,23
18,24
18,41
18,73
18,85
19,1
19,25
19,28
19,70
19,71
19,99
20,23
20,47
20,61
20,65
20,72
20,79
20,91
21,22
21,33
21,42
21,57
21,62
21,71
21,78
22,8
22,15
22,16
22,21
22,40
22,71
22,86
22,97
22,98
23,0
23,9
23,18
23,20
23,82
23,97
24,6
24,18
24,28
24,58
24,99
25,0
25,4
25,12
25,16
25,19
25,55
25,58
25,62
25,64
25,88
26,4
26,13
26,15
26,16
26,63
26,66
26,90
27,10
27,34
27,62
27,63
27,66
27,75
27,87
27,97
27,98
28,19
28,24
28,32
28,88
29,13
29,14
29,44
29,65
29,86
29,89
30,0
30,9
30,10
30,14
30,75
31,34
31,57
31,77
31,92
32,0
32,15
32,28
32,45
32,59
32,67
32,72
33,5
33,14
33,21
33,37
33,46
33,66
33,75
33,96
34,5
34,27
34,31
34,35
34,42
34,90
35,10
35,34
35,37
35,38
35,41
36,37
36,43
36,79
36,83
37,33
37,35
37,36
37,89
37,96
38,12
38,35
38,40
38,46
38,48
38,60
38,71
39,2
39,41
39,49
39,78
39,84
40,8
40,22
40,38
40,67
40,69
40,77
40,78
40,87
41,17
41,18
41,35
41,39
41,51
41,55
41,68
41,92
42,7
42,21
42,34
42,57
42,60
42,72
43,36
43,54
43,74
43,83
43,87
44,5
44,11
44,29
44,47
44,98
45,32
45,48
45,49
45,83
45,90
46,0
46,33
46,38
46,59
46,99
47,1
47,4
47,5
47,20
47,44
48,1
48,38
48,45
48,81
48,85
48,88
48,90
49,39
49,45
49,51
49,71
49,74
49,88
50,52
50,56
50,74
50,95
51,41
51,49
51,52
51,53
51,73
51,98
52,50
52,51
52,74
52,81
52,92
53,7
53,11
53,51
53,54
53,73
53,86
54,43
54,53
54,56
54,60
54,64
54,87
54,88
55,25
55,41
55,63
55,90
55,93
56,0
56,50
56,54
56,61
56,68
56,82
56,86
56,88
56,92
57,21
57,31
57,42
57,83
57,96
57,98
58,24
58,25
58,64
58,66
58,92
59,15
59,32
59,46
59,60
60,12
60,38
60,42
60,54
60,59
60,68
61,20
61,56
61,67
61,97
62,15
62,21
62,25
62,27
62,82
63,2
63,9
63,26
63,27
63,55
63,64
63,74
64,3
64,11
64,25
64,54
64,58
64,63
64,67
65,1
65,6
65,15
65,20
65,29
65,76
65,90
65,95
66,10
66,26
66,27
66,33
66,58
67,0
67,7
67,32
67,40
67,61
67,64
67,73
68,4
68,41
68,56
68,60
68,69
68,92
69,40
69,68
69,79
69,94
70,0
70,3
70,19
70,81
70,85
71,12
71,19
71,21
71,22
71,38
71,49
71,83
72,4
72,20
72,32
72,42
72,82
72,85
73,3
73,4
73,12
73,18
73,51
73,53
73,67
73,77
74,43
74,49
74,50
74,52
74,63
75,1
75,27
75,30
75,33
75,79
75,84
76,65
76,91
76,98
76,99
77,31
77,40
77,73
78,0
78,6
78,21
78,39
78,40
78,90
79,20
79,36
79,69
79,75
80,11
80,14
80,81
80,94
81,0
81,48
81,52
81,70
81,80
81,83
81,84
82,0
82,14
82,23
82,56
82,62
82,72
83,8
83,17
83,36
83,43
83,45
83,57
83,71
83,81
83,84
84,39
84,75
84,81
84,83
84,86
84,87
85,18
85,48
85,70
85,72
85,86
86,22
86,29
86,53
86,56
86,84
86,85
86,88
86,95
87,10
87,15
87,27
87,40
87,43
87,54
87,84
88,25
88,28
88,48
88,49
88,54
88,56
88,86
89,5
89,29
89,37
89,95
90,26
90,34
90,45
90,48
90,55
90,65
90,78
90,99
91,12
91,20
91,76
91,92
91,93
92,31
92,41
92,52
92,56
92,58
92,68
92,91
93,8
93,55
93,91
93,96
94,0
94,8
94,11
94,69
94,80
94,97
95,8
95,50
95,65
95,86
95,89
96,5
96,33
96,37
96,57
96,93
97,3
97,22
97,23
97,27
97,61
97,94
98,0
98,7
98,22
98,27
98,44
98,51
98,57
98,76
99,19
99,24
99,46
99,76
99,90
