0,8
0,20
0,42
0,59
0,98
1,7
1,14
1,34
1,55
1,56
1,63
1,98
2,24
2,35
2,47
2,77
3,11
3,20
3,43
3,68
3,74
4,6
4,41
4,58
4,64
5,8
5,13
5,35
5,48
5,89
5,91
5,95
6,4
6,16
6,67
6,69
6,95
7,1
7,8
7,9
7,48
7,84
8,0
8,5
8,7
8,14
8,19
8,62
8,64
8,76
8,92
9,7
9,38
9,39
9,77
9,81
9,82
9,85
9,96
10,53
10,59
10,87
10,98
11,3
11,24
11,30
11,58
11,86
11,88
12,39
12,66
12,87
12,96
13,5
13,14
13,31
13,41
13,65
14,1
14,8
14,13
14,26
14,33
14,66
14,82
14,91
14,94
15,17
15,26
15,29
15,33
15,36
15,45
15,46
15,78
16,6
16,45
16,54
16,86
17,15
17,24
17,26
17,27
17,57
18,19
18,23
18,43
18,55
18,62
18,71
18,90
19,8
19,18
19,67
19,68
19,86
20,0
20,3
20,24
20,50
20,59
20,77
20,88
21,22
21,50
21,73
22,21
22,23
22,28
22,40
22,41
22,57
22,68
22,83
23,18
23,22
23,26
23,40
23,53
23,68
24,2
24,11
24,17
24,20
24,54
24,68
24,89
25,26
25,58
25,65
25,89
26,14
26,15
26,17
26,23
26,25
26,43
26,45
26,65
26,86
27,17
27,43
27,61
27,78
27,80
27,92
28,22
28,60
28,69
28,75
29,15
29,32
29,38
29,53
29,70
29,77
30,11
30,32
30,44
30,58
30,66
30,88
31,13
31,33
31,37
31,46
31,86
31,95
32,29
32,30
32,59
32,80
32,98
33,14
33,15
33,31
33,34
33,45
33,51
33,94
34,1
34,33
34,44
34,48
34,95
34,97
35,2
35,5
35,37
35,47
35,51
35,70
35,82
36,15
36,40
36,71
37,31
37,35
37,38
37,49
37,61
37,81
38,9
38,29
38,37
38,56
38,73
38,84
39,9
39,12
39,61
39,67
39,71
39,76
39,77
40,22
40,23
40,36
40,41
40,43
40,44
40,45
40,70
41,4
41,13
41,22
41,40
41,71
41,79
41,84
41,93
42,0
42,46
42,99
43,3
43,18
43,26
43,27
43,40
43,70
43,72
43,73
43,83
44,30
44,34
44,40
44,52
44,79
44,80
44,86
44,87
45,15
45,16
45,26
45,33
45,40
45,64
46,15
46,31
46,42
46,59
46,72
46,89
47,2
47,35
47,59
47,94
48,5
48,7
48,34
48,54
48,63
48,77
49,37
49,78
49,98
50,20
50,21
50,58
50,70
51,33
51,35
51,65
51,99
52,44
52,57
52,90
52,95
52,98
53,10
53,23
53,29
53,60
53,70
54,16
54,24
54,48
54,73
54,83
54,92
55,1
55,18
55,57
55,60
55,93
56,1
56,38
56,57
56,75
57,17
57,22
57,52
57,55
57,56
57,74
57,88
57,96
58,4
58,11
58,25
58,30
58,50
58,62
58,77
58,83
58,87
59,0
59,10
59,20
59,32
59,46
59,47
59,75
59,92
60,28
60,53
60,55
60,62
60,66
60,69
60,90
61,27
61,37
61,39
61,63
61,64
61,76
62,8
62,18
62,58
62,60
62,64
62,66
63,1
63,48
63,61
63,98
64,4
64,8
64,45
64,61
64,62
64,66
64,81
64,82
64,88
64,92
65,13
65,25
65,26
65,51
65,84
65,93
66,12
66,14
66,30
66,60
66,62
66,64
66,67
66,71
66,96
67,6
67,19
67,39
67,66
67,78
68,3
68,19
68,22
68,23
68,24
68,70
68,97
68,99
69,6
69,28
69,60
69,75
69,82
69,98
70,29
70,35
70,40
70,43
70,50
70,53
70,68
71,18
71,36
71,39
71,41
71,66
71,73
71,85
72,43
72,46
72,76
72,81
72,83
72,87
73,21
73,38
73,43
73,54
73,71
74,3
74,57
74,75
74,89
74,92
75,28
75,56
75,59
75,69
75,74
75,94
75,99
76,8
76,39
76,61
76,72
76,85
76,94
77,2
77,9
77,20
77,29
77,39
77,48
77,58
77,79
78,15
78,27
78,49
78,67
78,79
78,87
79,41
79,44
79,77
79,78
79,93
80,27
80,32
80,44
80,82
80,85
81,9
81,37
81,64
81,72
81,82
82,9
82,14
82,35
82,64
82,69
82,80
82,81
82,92
83,22
83,43
83,54
83,58
83,72
83,92
84,7
84,38
84,41
84,65
84,99
85,9
85,71
85,76
85,80
86,11
86,16
86,19
86,26
86,31
86,44
87,10
87,12
87,44
87,58
87,72
87,78
87,88
87,89
88,11
88,20
88,30
88,57
88,64
88,87
88,89
88,97
89,5
89,24
89,25
89,46
89,74
89,87
89,88
90,18
90,52
90,60
90,98
91,5
91,14
91,92
92,8
92,27
92,54
92,59
92,64
92,74
92,82
92,83
92,91
93,41
93,55
93,65
93,79
94,14
94,33
94,47
94,75
94,76
95,5
95,6
95,31
95,34
95,52
95,96
96,9
96,12
96,57
96,66
96,95
96,97
97,34
97,68
97,88
97,96
98,0
98,1
98,10
98,32
98,49
98,52
98,63
98,69
98,90
99,42
99,51
99,68
99,75
99,84
